SampleID	SampleName	SampleType	PlantID	AccessionID	PlantName	Accession	ClonalGroup	Replicate	AccessionID	Plate	PlateCoordinate	HarvestDate	GrindDate	ExtractionDate	QuantificaitonDate	BisulfiteDate	LibraryDate	library_prep_set_alias	ng/uL	total volume (uL)	total gDNA (ug)	uL for 80ng	h2o to 45ul	output volume (uL)	input volume (uL)	expected input gDNA (ug)	index d5	index d7	output well	200-500 Molarity (nmol/L)	Sequencing Batch	Submitted for sequencing
S60501	BdTR3m_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28502	688	BdTR3m_R2F	BdTR3m	Clone2	2	688	6	F3	Jan62016	Jan222016	Jan272016	Mar162016				5.23	160	837.41504	15.29	29.71	15	5	26.67			F3			
S60502	MEL8_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28503	469	MEL8_R3F	MEL8	HYB1	3	469	6	G3	Jan62016	Jan222016	Jan272016	Mar162016				7.45	160	1192.61392	10.73	34.27	15	5	26.67			G3			
S60503	EGL7_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28504	338	EGL7_R3F	EGL7	HYB1	3	338	6	H3	Jan62016	Jan222016	Jan272016	Mar162016				5.58	160	892.27664	14.35	30.65	15	5	26.67			H3			
S60504	Bd21_R17F_DNA	Leaf3 + 7 Bdis gDNA isolation	28505	4741	Bd21_R17F	Bd21	Bd21	17	4741	6	A4	Jan62016	Jan222016	Jan272016	Mar162016				1.94	160	310.42304	41.23	3.77	15	5	26.67			A4			
S60505	BdTR5d_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28506	698	BdTR5d_R3F	BdTR5d	Clone3	3	698	6	B4	Jan62016	Jan222016	Jan272016	Mar162016				12.57	160	2011.93424	6.36	38.64	15	5	26.67			B4			
S60506	BdTR3m_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28507	688	BdTR3m_R3F	BdTR3m	Clone2	3	688	6	C4	Jan62016	Jan222016	Jan272016	Mar162016				8.20	160	1311.948	9.76	35.24	15	5	26.67			C4			
S60507	KEI1_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28508	422	KEI1_R2F	KEI1	HYB2	2	422	6	D4	Jan62016	Jan222016	Jan272016	Mar162016				14.86	160	2377.74512	5.38	39.62	15	5	26.67			D4			
S60508	ELI10_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28509	349	ELI10_R3F	ELI10	HYB1	3	349	6	E4	Jan62016	Jan222016	Jan272016	Mar162016				7.92	160	1266.69712	10.11	34.89	15	5	26.67			E4			
S60509	BdTR1m_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28510	658	BdTR1m_R2F	BdTR1m	Clone1	2	658	6	F4	Jan62016	Jan222016	Jan272016	Mar162016				4.16	160	665.62208	19.23	25.77	15	5	26.67			F4			
S60510	BdTR2s_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28511	676	BdTR2s_R2F	BdTR2s	Clone1	2	676	6	G4	Jan62016	Jan222016	Jan272016	Mar162016				6.51	160	1041.44416	12.29	32.71	15	5	26.67			G4			
S60511	Bd21_R15F_DNA	Leaf3 + 7 Bdis gDNA isolation	28512	4741	Bd21_R15F	Bd21	Bd21	15	4741	6	H4	Jan62016	Jan222016	Jan272016	Mar162016				3.05	160	487.62208	26.25	18.75	15	5	26.67			H4			
S60512	SLK7_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28513	548	SLK7_R1F	SLK7	HYB1	1	548	6	A5	Jan62016	Jan222016	Jan272016	Mar162016				8.43	160	1348.58912	9.49	35.51	15	5	26.67			A5			
S60513	Bd21_R10F_DNA	Leaf3 + 7 Bdis gDNA isolation	28514	4741	Bd21_R10F	Bd21	Bd21	10	4741	6	B5	Jan62016	Jan222016	Jan272016	Mar162016				5.59	160	894.07872	14.32	30.68	15	5	26.67			B5			
S60514	BdTR5m_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28515	706	BdTR5m_R1F	BdTR5m	Clone3	1	706	6	C5	Jan62016	Jan222016	Jan272016	Mar162016				6.70	160	1072.27888	11.94	33.06	15	5	26.67			C5			
S60515	EGL7_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28516	338	EGL7_R1F	EGL7	HYB1	1	338	6	D5	Jan62016	Jan222016	Jan272016	Mar162016				10.13	160	1620.09408	7.90	37.10	15	5	26.67			D5			
S60516	BdTR5n_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28517	707	BdTR5n_R2F	BdTR5n	Clone3	2	707	6	E5	Jan62016	Jan222016	Jan272016	Mar162016				4.23	160	676.83472	18.91	26.09	15	5	26.67			E5			
S60517	BdTR5e_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28518	699	BdTR5e_R2F	BdTR5e	Clone3	2	699	6	F5	Jan62016	Jan222016	Jan272016	Mar162016				5.59	160	893.67824	14.32	30.68	15	5	26.67			F5			
S60518	BdTR1n_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28519	659	BdTR1n_R1F	BdTR1n	Clone1	1	659	6	G5	Jan62016	Jan222016	Jan272016	Mar162016				7.04	160	1126.13936	11.37	33.63	15	5	26.67			G5			
S60519	BdTR9m_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28520	727	BdTR9m_R2F	BdTR9m	Clone4	2	727	6	H5	Jan62016	Jan222016	Jan272016	Mar162016				3.84	160	613.964	20.85	24.15	15	5	26.67			H5			
S60520	BdTR3g_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28521	683	BdTR3g_R1F	BdTR3g	Clone2	1	683	6	A6	Jan62016	Jan222016	Jan272016	Mar162016				3.21	160	513.65136	24.92	20.08	15	5	26.67			A6			
S60521	BdTR5i_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28522	703	BdTR5i_R3F	BdTR5i	Clone3	3	703	6	B6	Jan62016	Jan222016	Jan272016	Mar162016				4.15	160	664.62096	19.26	25.74	15	5	26.67			B6			
S60522	Bd21_R14F_DNA	Leaf3 + 7 Bdis gDNA isolation	28523	4741	Bd21_R14F	Bd21	Bd21	14	4741	6	C6	Jan62016	Jan222016	Jan272016	Mar162016				2.22	160	355.27344	36.03	8.97	15	5	26.67			C6			
S60523	BdTR10f_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28524	733	BdTR10f_R2F	BdTR10f	Clone4	2	733	6	D6	Jan62016	Jan222016	Jan272016	Mar162016				3.73	160	596.144	21.47	23.53	15	5	26.67			D6			
S60524	BdTR3c_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28525	679	BdTR3c_R3F	BdTR3c	Clone2	3	679	6	E6	Jan62016	Jan222016	Jan272016	Mar162016				5.33	160	852.83232	15.01	29.99	15	5	26.67			E6			
S60525	BdTR1m_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28526	658	BdTR1m_R3F	BdTR1m	Clone1	3	658	6	F6	Jan62016	Jan222016	Jan272016	Mar162016				3.62	160	579.32512	22.09	22.91	15	5	26.67			F6			
S60526	BdTR3r_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28527	692	BdTR3r_R2F	BdTR3r	Clone2	2	692	6	G6	Jan62016	Jan222016	Jan272016	Mar162016				4.32	160	691.45104	18.51	26.49	15	5	26.67			G6			
S60527	Bd21_R9F_DNA	Leaf3 + 7 Bdis gDNA isolation	28528	4741	Bd21_R9F	Bd21	Bd21	9	4741	6	H6	Jan62016	Jan222016	Jan272016	Mar162016				3.60	160	576.52192	22.20	22.80	15	5	26.67			H6			
S60528	BdTR5c_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28529	697	BdTR5c_R2F	BdTR5c	Clone3	2	697	6	A7	Jan62016	Jan222016	Jan272016	Mar162016				4.34	160	694.65472	18.43	26.57	15	5	26.67			A7			
S60529	BdTR2h_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28530	667	BdTR2h_R1F	BdTR2h	Clone1	1	667	6	B7	Jan62016	Jan222016	Jan272016	Mar162016				6.90	160	1104.7152	11.59	33.41	15	5	26.67			B7			
S60530	BdTR2r_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28531	675	BdTR2r_R3F	BdTR2r	Clone1	3	675	6	C7	Jan62016	Jan222016	Jan272016	Mar162016				8.77	160	1402.4496	9.13	35.87	15	5	26.67			C7			
S60531	BdTR5h_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28532	702	BdTR5h_R3F	BdTR5h	Clone3	3	702	6	D7	Jan62016	Jan222016	Jan272016	Mar162016				4.94	160	791.16304	16.18	28.82	15	5	26.67			D7			
S60532	BdTR3c_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28533	679	BdTR3c_R1F	BdTR3c	Clone2	1	679	6	E7	Jan62016	Jan222016	Jan272016	Mar162016				10.38	160	1661.14016	7.71	37.29	15	5	26.67			E7			
S60533	BdTR9m_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28534	727	BdTR9m_R1F	BdTR9m	Clone4	1	727	6	F7	Jan62016	Jan222016	Jan272016	Mar162016				5.49	160	878.06064	14.58	30.42	15	5	26.67			F7			
S60534	BdTR13f_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28535	759	BdTR13f_R2F	BdTR13f	Clone7	2	759	6	G7	Jan62016	Jan222016	Jan272016	Mar162016				6.09	160	974.3688	13.14	31.86	15	5	26.67			G7			
S60535	BdTR5a_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28536	695	BdTR5a_R1F	BdTR5a	Clone3	1	695	6	H7	Jan62016	Jan222016	Jan272016	Mar162016				4.91	160	785.95728	16.29	28.71	15	5	26.67			H7			
S60536	BdTR13i_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28537	762	BdTR13i_R2F	BdTR13i	Clone7	2	762	6	A8	Jan62016	Jan222016	Jan272016	Mar162016				4.90	160	783.95504	16.33	28.67	15	5	26.67			A8			
S60537	BdTR9j_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28538	725	BdTR9j_R2F	BdTR9j	Clone4	2	725	6	B8	Jan62016	Jan222016	Jan272016	Mar162016				5.27	160	843.62192	15.17	29.83	15	5	26.67			B8			
S60538	Bd21_R4F_DNA	Leaf3 + 7 Bdis gDNA isolation	28539	4741	Bd21_R4F	Bd21	Bd21	4	4741	6	C8	Jan62016	Jan222016	Jan272016	Mar162016				3.65	160	583.52992	21.94	23.06	15	5	26.67			C8			
S60539	Bd21_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28540	4741	Bd21_R1F	Bd21	Bd21	1	4741	6	D8	Jan62016	Jan222016	Jan272016	Mar162016				5.43	160	869.25072	14.73	30.27	15	5	26.67			D8			
S60540	BdTR1m_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28541	658	BdTR1m_R1F	BdTR1m	Clone1	1	658	6	E8	Jan62016	Jan222016	Jan272016	Mar162016				6.48	160	1037.43968	12.34	32.66	15	5	26.67			E8			
S60541	BdTR5a_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28542	695	BdTR5a_R2F	BdTR5a	Clone3	2	695	6	F8	Jan62016	Jan222016	Jan272016	Mar162016				4.01	160	642.19568	19.93	25.07	15	5	26.67			F8			
S60542	BdTR13b_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28543	755	BdTR13b_R3F	BdTR13b	Clone7	3	755	6	G8	Jan62016	Jan222016	Jan272016	Mar162016				4.77	160	762.7312	16.78	28.22	15	5	26.67			G8			
S60543	BdTR10i_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28544	736	BdTR10i_R2F	BdTR10i	Clone5	2	736	6	H8	Jan62016	Jan222016	Jan272016	Mar162016				2.09	160	334.6504	38.25	6.75	15	5	26.67			H8			
S60544	BdTR13a_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28545	754	BdTR13a_R2F	BdTR13a	Clone7	2	754	6	A9	Jan62016	Jan222016	Jan272016	Mar162016				5.08	160	812.78736	15.75	29.25	15	5	26.67			A9			
S60545	BdTR1e_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28546	651	BdTR1e_R2F	BdTR1e	Clone1	2	651	6	B9	Jan62016	Jan222016	Jan272016	Mar162016				5.00	160	799.37232	16.01	28.99	15	5	26.67			B9			
S60546	GUL1-2_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28547	367	GUL1-2_R1F	GUL1-2	HYB1	1	367	6	C9	Jan62016	Jan222016	Jan272016	Mar162016				6.81	160	1089.29792	11.75	33.25	15	5	26.67			C9			
S60547	BdTR10h_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28548	735	BdTR10h_R2F	BdTR10h	Clone5	2	735	6	D9	Jan62016	Jan222016	Jan272016	Mar162016				5.03	160	804.97856	15.90	29.10	15	5	26.67			D9			
S60548	BdTR5c_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28549	697	BdTR5c_R1F	BdTR5c	Clone3	1	697	6	E9	Jan62016	Jan222016	Jan272016	Mar162016				6.44	160	1030.43184	12.42	32.58	15	5	26.67			E9			
S60549	BdTR3s_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28550	693	BdTR3s_R1F	BdTR3s	Clone2	1	693	6	F9	Jan62016	Jan222016	Jan272016	Mar162016				6.00	160	960.55328	13.33	31.67	15	5	26.67			F9			
S60550	Bd21_R8F_DNA	Leaf3 + 7 Bdis gDNA isolation	28551	4741	Bd21_R8F	Bd21	Bd21	8	4741	6	G9	Jan62016	Jan222016	Jan272016	Mar162016				6.57	160	1050.85472	12.18	32.82	15	5	26.67			G9			
S60551	SLK7_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28552	548	SLK7_R3F	SLK7	HYB1	3	548	6	H9	Jan62016	Jan222016	Jan272016	Mar162016				6.02	160	963.35648	13.29	31.71	15	5	26.67			H9			
S60552	MEL8_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28553	469	MEL8_R1F	MEL8	HYB1	1	469	6	A10	Jan62016	Jan222016	Jan272016	Mar162016				6.53	160	1045.24848	12.25	32.75	15	5	26.67			A10			
S60553	BdTR13g_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28554	760	BdTR13g_R2F	BdTR13g	Clone7	2	760	6	B10	Jan62016	Jan222016	Jan272016	Mar162016				5.60	160	896.48144	14.28	30.72	15	5	26.67			B10			
S60554	BdTR3n_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28555	689	BdTR3n_R1F	BdTR3n	Clone2	1	689	6	C10	Jan62016	Jan222016	Jan272016	Mar162016				4.15	160	663.61984	19.29	25.71	15	5	26.67			C10			
S60555	BdTR9f_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28556	721	BdTR9f_R3F	BdTR9f	Clone4	3	721	6	D10	Jan62016	Jan222016	Jan272016	Mar162016				3.51	160	561.50512	22.80	22.20	15	5	26.67			D10			
S60556	BdTR3r_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28557	692	BdTR3r_R1F	BdTR3r	Clone2	1	692	6	E10	Jan62016	Jan222016	Jan272016	Mar162016				6.91	160	1106.31712	11.57	33.43	15	5	26.67			E10			
S60557	KEI5_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28558	426	KEI5_R2F	KEI5	HYB2	2	426	6	F10	Jan62016	Jan222016	Jan272016	Mar162016				11.28	160	1804.50128	7.09	37.91	15	5	26.67			F10			
S60558	Bd21_R6F_DNA	Leaf3 + 7 Bdis gDNA isolation	28559	4741	Bd21_R6F	Bd21	Bd21	6	4741	6	G10	Jan62016	Jan222016	Jan272016	Mar162016				4.79	160	766.3352	16.70	28.30	15	5	26.67			G10			
S60559	Bd21_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28560	4741	Bd21_R3F	Bd21	Bd21	3	4741	6	H10	Jan62016	Jan222016	Jan272016	Mar162016				5.35	160	856.63664	14.94	30.06	15	5	26.67			H10			
S60560	MEL8_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28561	469	MEL8_R2F	MEL8	HYB1	2	469	6	A11	Jan62016	Jan222016	Jan272016	Mar162016				9.08	160	1452.38992	8.81	36.19	15	5	26.67			A11			
S60561	BdTR2p_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28562	674	BdTR2p_R2F	BdTR2p	Clone1	2	674	6	B11	Jan62016	Jan222016	Jan272016	Mar162016				7.47	160	1194.62752	10.71	34.29	15	5	26.67			B11			
S60562	BdTR3i_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28563	685	BdTR3i_R1F	BdTR3i	Clone2	1	685	6	C11	Jan62016	Jan222016	Jan272016	Mar162016				8.21	160	1313.49648	9.74	35.26	15	5	26.67			C11			
S60563	GUL3-8_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28564	389	GUL3-8_R2F	GUL3-8	HYB1	2	389	6	D11	Jan62016	Jan222016	Jan272016	Mar162016				8.79	160	1406.16304	9.10	35.90	15	5	26.67			D11			
S60564	BdTR1a_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28565	647	BdTR1a_R1F	BdTR1a	Clone1	1	647	6	E11	Jan62016	Jan222016	Jan272016	Mar162016				8.31	160	1329.89952	9.62	35.38	15	5	26.67			E11			
S60565	BdTR11d_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28566	745	BdTR11d_R1F	BdTR11d	Clone6	1	745	6	F11	Jan62016	Jan222016	Jan272016	Mar162016				5.15	160	823.96096	15.53	29.47	15	5	26.67			F11			
S60566	BdTR2c_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28567	662	BdTR2c_R3F	BdTR2c	Clone1	3	662	6	G11	Jan62016	Jan222016	Jan272016	Mar162016				4.83	160	772.40848	16.57	28.43	15	5	26.67			G11			
S60567	Bd21_R5F_DNA	Leaf3 + 7 Bdis gDNA isolation	28568	4741	Bd21_R5F	Bd21	Bd21	5	4741	6	H11	Jan62016	Jan222016	Jan272016	Mar162016				2.70	160	431.35264	29.67	15.33	15	5	26.67			H11			
S60568	BdTR5b_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28569	696	BdTR5b_R3F	BdTR5b	Clone3	3	696	6	A12	Jan62016	Jan222016	Jan272016	Mar162016				3.04	160	486.95264	26.29	18.71	15	5	26.67			A12			
S60569	BdTR13c_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28570	756	BdTR13c_R1F	BdTR13c	Clone7	1	756	6	B12	Jan62016	Jan222016	Jan272016	Mar162016				2.94	160	469.69744	27.25	17.75	15	5	26.67			B12			
S60570	BdTR11h_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28571	749	BdTR11h_R3F	BdTR11h	Clone6	3	749	6	C12	Jan62016	Jan222016	Jan272016	Mar162016				6.15	160	983.73104	13.01	31.99	15	5	26.67			C12			
S60571	BdTR13c_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28572	756	BdTR13c_R3F	BdTR13c	Clone7	3	756	6	D12	Jan62016	Jan222016	Jan272016	Mar162016				3.01	160	481.20096	26.60	18.40	15	5	26.67			D12			
S60572	GWW10_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28573	397	GWW10_R1F	GWW10	HYB1	1	397	6	E12	Jan62016	Jan222016	Jan272016	Mar162016				10.99	160	1758.93536	7.28	37.72	15	5	26.67			E12			
S60573	BRO1-1_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28574	278	BRO1-1_R3F	BRO1-1	HYB1	3	278	6	F12	Jan62016	Jan222016	Jan272016	Mar162016				9.61	160	1538.23968	8.32	36.68	15	5	26.67			F12			
S60574	BdTR2n_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28575	672	BdTR2n_R3F	BdTR2n	Clone1	3	672	6	G12	Jan62016	Jan222016	Jan272016	Mar162016				5.04	160	806.27968	15.88	29.12	15	5	26.67			G12			
S60575	BdTR1b_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28576	648	BdTR1b_R2F	BdTR1b	Clone1	2	648	6	H12	Jan62016	Jan222016	Jan272016	Mar162016				5.53	160	884.03456	14.48	30.52	15	5	26.67			H12			
S60576	BdTR1j_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28577	656	BdTR1j_R2F	BdTR1j	Clone1	2	656	7	A1	Jan62016	Mar092016	Mar152016	Mar162016				16.95	160	2712.65616	4.72	40.28	15	5	26.67			A1			
S60577	BdTR2k_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28578	670	BdTR2k_R2F	BdTR2k	Clone1	2	670	7	B1	Jan62016	Mar092016	Mar152016	Mar162016				15.80	160	2527.32288	5.06	39.94	15	5	26.67			B1			
S60578	BdTR9k_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28579	726	BdTR9k_R2F	BdTR9k	Clone4	2	726	7	C1	Jan62016	Mar092016	Mar152016	Mar162016				22.09	160	3534.93936	3.62	41.38	15	5	26.67			C1			
S60579	BdTR1k_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28580	657	BdTR1k_R1F	BdTR1k	Clone1	1	657	7	D1	Jan62016	Mar092016	Mar152016	Mar162016				11.42	160	1826.67792	7.01	37.99	15	5	26.67			D1			
S60580	BdTR3e_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28581	681	BdTR3e_R1F	BdTR3e	Clone2	1	681	7	E1	Jan62016	Mar092016	Mar152016	Mar162016				14.57	160	2331.33824	5.49	39.51	15	5	26.67			E1			
S60581	BdTR2r_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28582	675	BdTR2r_R2F	BdTR2r	Clone1	2	675	7	F1	Jan62016	Mar092016	Mar152016	Mar162016				10.06	160	1610.0296	7.95	37.05	15	5	26.67			F1			
S60582	BdTR5n_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28583	707	BdTR5n_R3F	BdTR5n	Clone3	3	707	7	G1	Jan62016	Mar092016	Mar152016	Mar162016				8.25	160	1319.24816	9.70	35.30	15	5	26.67			G1			
S60583	BdTR1e_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28584	651	BdTR1e_R1F	BdTR1e	Clone1	1	651	7	H1	Jan62016	Mar092016	Mar152016	Mar162016				14.49	160	2318.34352	5.52	39.48	15	5	26.67			H1			
S60584	BLA1_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28585	252	BLA1_R3F	BLA1	HYB1	3	252	7	A2	Jan62016	Mar092016	Mar152016	Mar162016				11.43	160	1829.02112	7.00	38.00	15	5	26.67			A2			
S60585	BdTR2s_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28586	676	BdTR2s_R1F	BdTR2s	Clone1	1	676	7	B2	Jan62016	Mar092016	Mar152016	Mar162016				11.73	160	1876.1	6.82	38.18	15	5	26.67			B2			
S60586	BdTR1h_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28587	654	BdTR1h_R3F	BdTR1h	Clone1	3	654	7	C2	Jan62016	Mar092016	Mar152016	Mar162016				12.58	160	2012.65024	6.36	38.64	15	5	26.67			C2			
S60587	BdTR10d_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28588	731	BdTR10d_R3F	BdTR10d	Clone5	3	731	7	D2	Jan62016	Mar092016	Mar152016	Mar162016				10.07	160	1611.94688	7.94	37.06	15	5	26.67			D2			
S60588	KEI1_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28589	422	KEI1_R1F	KEI1	HYB2	1	422	7	E2	Jan62016	Mar092016	Mar152016	Mar162016				14.38	160	2300.02336	5.57	39.43	15	5	26.67			E2			
S60589	BdTR1e_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28590	651	BdTR1e_R3F	BdTR1e	Clone1	3	651	7	F2	Jan62016	Mar092016	Mar152016	Mar162016				8.44	160	1350.98912	9.47	35.53	15	5	26.67			F2			
S60590	BdTR2d_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28591	663	BdTR2d_R3F	BdTR2d	Clone1	3	663	7	G2	Jan62016	Mar092016	Mar152016	Mar162016				12.70	160	2032.24864	6.30	38.70	15	5	26.67			G2			
S60591	BdTR1f_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28592	652	BdTR1f_R2F	BdTR1f	Clone1	2	652	7	H2	Jan62016	Mar092016	Mar152016	Mar162016				16.00	160	2560.55504	5.00	40.00	15	5	26.67			H2			
S60592	BdTR1f_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28593	652	BdTR1f_R3F	BdTR1f	Clone1	3	652	7	A3	Jan62016	Mar092016	Mar152016	Mar162016				9.03	160	1444.72096	8.86	36.14	15	5	26.67			A3			
S60593	BdTR2k_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28594	670	BdTR2k_R3F	BdTR2k	Clone1	3	670	7	B3	Jan62016	Mar092016	Mar152016	Mar162016				10.60	160	1696.30544	7.55	37.45	15	5	26.67			B3			
S60594	BdTR10e_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28595	732	BdTR10e_R3F	BdTR10e	Clone5	3	732	7	C3	Jan62016	Mar092016	Mar152016	Mar162016				7.97	160	1275.15168	10.04	34.96	15	5	26.67			C3			
S60595	ELI1_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28596	342	ELI1_R2F	ELI1	HYB1	2	342	7	D3	Jan62016	Mar092016	Mar152016	Mar162016				12.80	160	2048.01264	6.25	38.75	15	5	26.67			D3			
S60596	BdTR3m_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28597	688	BdTR3m_R1F	BdTR3m	Clone2	1	688	7	E3	Jan62016	Mar092016	Mar152016	Mar162016				12.04	160	1927.01344	6.64	38.36	15	5	26.67			E3			
S60597	BdTR1j_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28598	656	BdTR1j_R1F	BdTR1j	Clone1	1	656	7	F3	Jan62016	Mar092016	Mar152016	Mar162016				11.58	160	1853.30624	6.91	38.09	15	5	26.67			F3			
S60598	KEI5_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28599	426	KEI5_R3F	KEI5	HYB2	3	426	7	G3	Jan62016	Mar092016	Mar152016	Mar162016				15.82	160	2531.15728	5.06	39.94	15	5	26.67			G3			
S60599	BdTR10h_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28600	735	BdTR10h_R3F	BdTR10h	Clone5	3	735	7	H3	Jan62016	Mar092016	Mar152016	Mar162016				10.53	160	1684.80208	7.60	37.40	15	5	26.67			H3			
S60600	BdTR9g_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28601	722	BdTR9g_R3F	BdTR9g	Clone4	3	722	7	A4	Jan62016	Mar092016	Mar152016	Mar162016				11.71	160	1874.39584	6.83	38.17	15	5	26.67			A4			
S60601	ELI1_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28602	342	ELI1_R3F	ELI1	HYB1	3	342	7	B4	Jan62016	Mar092016	Mar152016	Mar162016				24.22	160	3874.71696	3.30	41.70	15	5	26.67			B4			
S60602	BdTR10o_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28603	741	BdTR10o_R1F	BdTR10o	Clone5	1	741	7	C4	Jan62016	Mar092016	Mar152016	Mar162016				6.49	160	1038.69184	12.32	32.68	15	5	26.67			C4			
S60603	GWW10_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28604	397	GWW10_R2F	GWW10	HYB1	2	397	7	D4	Jan62016	Mar092016	Mar152016	Mar162016				8.11	160	1296.88032	9.87	35.13	15	5	26.67			D4			
